41,AW00011040,Jesse Murphy,40-49,New,1,2351,3,3,2013-04-03,156,2351,0
42,AW00011041,Amanda Carter,40-49,New,1,2381,3,3,2013-01-14,159,2381,0
43,AW00011042,Megan Sanchez,40-49,New,2,3112,3,3,2013-10-17,150,1556,345
44,AW00011043,Nathan Simmons,40-49,New,2,48,3,3,2013-08-18,152,24,16
45,AW00011044,Adam Flores,50 and above,VIP,3,6515,7,7,2013-11-08,149,2171,197
46,AW00011045,Leonard Nara,50 and above,New,2,115,4,4,2013-10-29,150,57,19
47,AW00011046,Christine Yuan,50 and above,VIP,3,6616,6,6,2013-11-12,149,2205,200
48,AW00011047,Jaclyn Lu,50 and above,VIP,3,6582,4,4,2013-11-19,149,2194,199
49,AW00011048,Jeremy Powell,50 and above,VIP,3,6498,8,8,2013-12-25,148,2166,191
50,AW00011049,Carol Rai,40-49,New,2,81,5,5,2013-10-29,150,40,11
51,AW00011050,Alan Zheng,50 and above,VIP,3,5007,6,6,2013-11-19,149,1669,151
52,AW00011051,Daniel Johnson,50 and above,New,2,124,5,5,2014-01-01,147,62,124
53,AW00011052,Heidi Lopez,50 and above,VIP,3,8131,7,7,2013-05-27,155,2710,301
54,AW00011053,Ana Price,40-49,New,1,2330,2,2,2013-01-17,159,2330,0
55,AW00011054,Deanna Munoz,50 and above,VIP,3,8223,6,6,2013-05-30,155,2741,304
56,AW00011055,Gilbert Raje,50 and above,VIP,3,8168,8,8,2013-06-07,154,2722,281
57,AW00011056,Michele Nath,50 and above,VIP,3,8207,8,8,2013-05-31,155,2735,303
58,AW00011057,Carl Andersen,50 and above,VIP,3,8088,4,4,2013-05-21,155,2696,299
59,AW00011058,Marc Diaz,50 and above,VIP,3,8248,6,6,2013-06-04,154,2749,305
60,AW00011059,Ashlee Andersen,50 and above,New,3,117,7,6,2013-03-16,157,39,117
61,AW00011060,Jon Zhou,50 and above,VIP,3,8153,6,6,2013-06-25,154,2717,301
62,AW00011061,Todd Gao,50 and above,VIP,3,8129,6,6,2013-06-14,154,2709,301
63,AW00011062,Noah Powell,40-49,New,1,2352,3,3,2013-01-07,159,2352,0
64,AW00011063,Angela Murphy,40-49,New,1,2373,5,5,2013-01-12,159,2373,0
65,AW00011064,Chase Reed,40-49,New,1,2305,2,2,2013-01-25,159,2305,0
66,AW00011065,Jessica Henderson,40-49,New,2,202,5,4,2014-01-10,147,101,18
67,AW00011066,Grace Butler,40-49,New,2,81,5,5,2013-09-19,151,40,20
68,AW00011067,Caleb Carter,40-49,New,2,105,6,6,2014-01-12,147,52,21
69,AW00011068,Tiffany Liang,50 and above,New,3,113,9,8,2013-10-08,150,37,18
70,AW00011069,Carolyn Navarro,50 and above,VIP,3,8104,3,3,2013-06-04,154,2701,311
71,AW00011070,Willie Raji,50 and above,VIP,3,8165,10,9,2013-06-26,154,2721,314
72,AW00011071,Linda Serrano,50 and above,New,3,110,7,6,2013-12-01,148,36,12
73,AW00011072,Casey Luo,50 and above,VIP,3,8194,7,7,2013-06-15,154,2731,303
74,AW00011073,Amy Ye,50 and above,New,3,192,10,9,2013-08-21,152,64,38
75,AW00011074,Levi Arun,50 and above,New,3,94,7,7,2013-05-27,155,31,47
76,AW00011075,Felicia Jimenez,50 and above,VIP,3,8068,5,5,2013-06-24,154,2689,310
77,AW00011076,Blake Anderson,50 and above,VIP,3,8159,4,4,2013-06-21,154,2719,313
78,AW00011077,Leah Ye,50 and above,VIP,3,8169,5,5,2013-06-12,154,2723,314
79,AW00011078,Gina Martin,40-49,New,17,912,31,23,2014-01-28,147,53,82
80,AW00011079,Donald Gonzalez,50 and above,New,3,58,5,5,2014-01-01,147,19,5
81,AW00011080,Damien Chander,50 and above,VIP,3,8204,7,7,2013-06-23,154,2734,315
82,AW00011081,Savannah Baker,50 and above,New,2,104,5,5,2013-04-13,156,52,52
83,AW00011082,Angela Butler,50 and above,New,2,3110,6,6,2013-11-06,149,1555,311
84,AW00011083,Alyssa Cox,40-49,New,2,3137,5,5,2013-11-08,149,1568,313
85,AW00011084,Lucas Phillips,50 and above,New,2,3078,5,5,2013-11-21,149,1539,307
86,AW00011085,Emily Johnson,50 and above,New,2,129,5,5,2014-01-08,147,64,129
87,AW00011086,Ryan Brown,50 and above,New,2,153,6,6,2013-12-21,148,76,30
88,AW00011087,Tamara Liang,50 and above,New,2,200,4,4,2013-08-09,152,100,33
89,AW00011088,Hunter Davis,50 and above,New,2,3176,7,7,2013-11-12,149,1588,317
90,AW00011089,Abigail Price,50 and above,New,2,3188,7,7,2013-11-18,149,1594,289
91,AW00011090,Trevor Bryant,50 and above,VIP,3,6703,6,6,2013-11-21,149,2234,248
92,AW00011091,Dalton Perez,50 and above,Regular,28,1186,59,25,2014-01-08,147,42,98
93,AW00011092,Cheryl Diaz,50 and above,VIP,3,8110,5,5,2013-06-21,154,2703,311
94,AW00011093,Aimee He,40-49,VIP,3,8180,7,7,2013-06-08,154,2726,314
95,AW00011094,Cedric Ma,50 and above,New,3,236,8,8,2014-01-11,147,78,26
96,AW00011095,Chad Kumar,50 and above,VIP,3,8158,7,7,2013-06-25,154,2719,313
97,AW00011096,Andr├®s Anand,50 and above,VIP,3,8063,4,4,2013-07-30,153,2687,298
98,AW00011097,Edwin Nara,50 and above,VIP,3,8099,5,5,2013-07-24,153,2699,299
99,AW00011098,Mallory Rubio,50 and above,New,3,89,4,4,2013-10-16,150,29,11
100,AW00011099,Adam Ross,50 and above,VIP,3,8216,9,8,2013-07-01,153,2738,304
101,AW00011100,Latasha Navarro,50 and above,VIP,3,8172,7,7,2013-08-07,152,2724,291
102,AW00011101,Abby Sai,50 and above,VIP,3,8262,7,7,2013-06-29,154,2754,317
103,AW00011102,Julia Nelson,50 and above,New,3,103,5,5,2013-12-09,148,34,20
104,AW00011103,Cassie Chande,40-49,VIP,3,8182,8,8,2013-06-06,154,2727,314
105,AW00011104,Edgar Sara,50 and above,VIP,3,8173,6,6,2013-06-15,154,2724,326
106,AW00011105,Candace Fernandez,50 and above,VIP,3,8096,5,5,2013-06-05,154,2698,323
107,AW00011106,Jessie Liu,50 and above,VIP,3,8079,3,3,2013-06-15,154,2693,323
108,AW00011107,Bianca Lin,50 and above,VIP,3,8171,6,6,2013-06-21,154,2723,326
109,AW00011108,Kari Alvarez,50 and above,VIP,3,8124,5,5,2013-06-23,154,2708,324
110,AW00011109,Ruben Kapoor,40-49,VIP,3,8245,8,8,2013-06-24,154,2748,329
111,AW00011110,Curtis Yang,50 and above,VIP,3,8093,5,5,2013-08-20,152,2697,299
112,AW00011111,Meredith Gutierrez,50 and above,VIP,3,8137,8,8,2013-08-22,152,2712,301
113,AW00011112,Crystal Wang,50 and above,VIP,3,8295,6,6,2013-09-02,151,2765,296
114,AW00011113,Micheal Blanco,50 and above,New,3,110,7,7,2013-04-21,156,36,55
115,AW00011114,Leslie Moreno,50 and above,New,3,123,7,6,2013-12-26,148,41,13
116,AW00011115,Alvin Cai,50 and above,New,3,114,6,6,2014-01-02,147,38,10
117,AW00011116,Clinton Carlson,40-49,New,3,149,7,7,2013-10-16,150,49,21
118,AW00011117,April Deng,50 and above,VIP,3,8185,8,8,2013-06-25,154,2728,327
119,AW00011118,Alvin Zeng,50 and above,New,3,124,8,6,2014-01-26,147,41,20
120,AW00011119,Evan James,50 and above,New,2,85,4,4,2013-11-23,149,42,9
121,AW00011120,Beth Jim├®nez,50 and above,VIP,3,8242,10,10,2013-09-19,151,2747,294
122,AW00011121,Orlando Suarez,50 and above,New,3,58,6,5,2013-11-04,149,19,11
123,AW00011122,Byron Vazquez,50 and above,New,3,43,3,3,2013-08-22,152,14,7
124,AW00011123,Philip Alvarez,50 and above,New,3,150,8,7,2014-01-25,147,50,16
125,AW00011124,Ross Jordan,50 and above,VIP,3,8129,6,6,2013-06-18,154,2709,325
126,AW00011125,Dana Navarro,50 and above,New,3,79,7,7,2013-07-03,153,26,13
127,AW00011126,Shaun Carson,50 and above,Regular,3,4971,8,7,2013-11-03,149,1657,165
128,AW00011127,Jan Edwards,40-49,New,2,44,3,3,2013-10-01,150,22,7
129,AW00011128,Samantha Long,40-49,New,2,144,7,7,2013-08-12,152,72,72
130,AW00011129,Julia Wright,40-49,VIP,2,5873,2,2,2013-01-09,159,2936,345
131,AW00011130,Caroline Russell,40-49,New,1,37,2,2,2013-12-09,148,37,0
132,AW00011131,Amanda Rivera,40-49,New,5,166,9,9,2014-01-23,147,33,55
133,AW00011132,Melissa Richardson,40-49,New,1,2372,6,6,2013-04-09,156,2372,0
134,AW00011133,Angela Griffin,40-49,New,1,72,4,4,2013-12-30,148,72,0
135,AW00011134,Larry Townsend,50 and above,Regular,3,4911,3,3,2013-11-03,149,1637,163
136,AW00011135,Marcus Harris,40-49,New,1,2335,3,3,2013-04-18,156,2335,0
137,AW00011136,Brianna Morgan,40-49,New,1,2381,3,3,2013-01-03,159,2381,0
138,AW00011137,Jasmine Taylor,40-49,New,2,202,5,4,2014-01-20,147,101,33
139,AW00011138,Lauren Davis,40-49,New,2,79,4,4,2013-12-31,148,39,26
140,AW00011139,Tanya Moreno,50 and above,New,2,84,3,3,2013-10-17,150,42,84
141,AW00011140,Javier Alvarez,40-49,New,1,40,2,2,2013-03-19,157,40,0
142,AW00011141,Nicole Ramirez,40-49,New,2,114,5,5,2013-09-28,151,57,28
143,AW00011142,Eduardo Patterson,40-49,New,17,979,36,23,2014-01-13,147,57,89
144,AW00011143,Jonathan Henderson,40-49,New,2,48,5,4,2013-12-19,148,24,8
145,AW00011144,Edward Hernandez,40-49,New,1,2400,3,3,2013-01-25,159,2400,0
146,AW00011145,Jasmine Coleman,40-49,New,1,2310,3,3,2013-01-25,159,2310,0
147,AW00011146,Karla Goel,50 and above,New,3,113,7,6,2013-09-15,151,37,16
148,AW00011147,Ernest Wu,50 and above,VIP,3,8195,7,7,2013-10-16,150,2731,282
149,AW00011148,Ross Vazquez,50 and above,New,3,126,6,5,2013-12-03,148,42,14
150,AW00011149,Theodore Gill,50 and above,New,3,41,4,4,2013-11-29,149,13,8
151,AW00011150,Russell Shen,50 and above,New,3,192,8,7,2013-07-15,153,64,48
152,AW00011151,Melinda Gill,50 and above,VIP,3,8087,6,6,2013-10-20,150,2695,278
153,AW00011152,James Williams,40-49,New,1,2295,1,1,2013-01-09,159,2295,0
154,AW00011153,Angela James,40-49,New,2,110,5,5,2013-03-29,157,55,0
155,AW00011154,Megan Walker,40-49,New,1,2320,1,1,2013-01-10,159,2320,0
156,AW00011155,Hunter Robinson,40-49,New,1,2320,1,1,2013-01-06,159,2320,0
157,AW00011156,Maria Roberts,40-49,New,1,2390,4,4,2013-01-08,159,2390,0
158,AW00011157,Hannah Long,40-49,New,2,41,3,3,2013-09-11,151,20,20
159,AW00011158,Jason Wright,40-49,New,1,2396,3,3,2013-01-19,159,2396,0
160,AW00011159,Brianna Hughes,40-49,New,2,48,5,4,2013-11-07,149,24,24
161,AW00011160,Maurice Tang,40-49,New,1,2322,2,2,2013-02-21,158,2322,0
162,AW00011161,Emily Wood,40-49,New,2,94,6,6,2013-11-11,149,47,18
163,AW00011162,Chase Cox,40-49,New,1,2330,2,2,2013-02-18,158,2330,0
164,AW00011163,Gabriel Wang,40-49,New,2,46,4,4,2013-08-05,152,23,15
165,AW00011164,Devin Brooks,40-49,New,2,145,6,6,2013-08-05,152,72,36
166,AW00011165,Jocelyn Alexander,40-49,New,2,103,3,3,2013-06-05,154,51,103
167,AW00011166,Ashley Martinez,40-49,New,2,88,5,5,2013-12-06,148,44,44
168,AW00011167,Jasmine Barnes,40-49,New,2,3126,4,4,2013-11-28,149,1563,312
169,AW00011168,David Rodriguez,50 and above,New,2,3136,7,7,2013-11-16,149,1568,313
170,AW00011169,Bryce Richardson,50 and above,New,2,81,5,5,2013-09-24,151,40,20
171,AW00011170,Carol Howard,50 and above,New,2,157,7,7,2013-12-29,148,78,39
172,AW00011171,Jonathan Hill,40-49,VIP,3,6716,8,8,2013-11-07,149,2238,248
173,AW00011172,Gabrielle Adams,50 and above,New,2,129,7,6,2014-01-11,147,64,16
174,AW00011173,Sarah Thomas,50 and above,New,2,103,3,3,2013-12-24,148,51,11
175,AW00011174,Nicholas Robinson,50 and above,New,2,48,5,4,2013-07-25,153,24,0
176,AW00011175,Luis Wang,50 and above,VIP,3,6710,8,8,2013-11-03,149,2236,248
177,AW00011176,Mason Roberts,40-49,New,28,1317,60,27,2014-01-27,147,47,119
178,AW00011177,Jose Flores,50 and above,New,2,135,6,6,2013-10-14,150,67,19
179,AW00011178,Nathan Johnson,50 and above,New,2,145,6,6,2013-05-26,155,72,48
180,AW00011179,Molly Rodriguez,50 and above,New,2,125,6,6,2014-01-09,147,62,12
181,AW00011180,April Anand,50 and above,New,2,138,6,6,2013-09-25,151,69,23
182,AW00011181,Devin Martin,50 and above,New,2,41,3,3,2013-07-11,153,20,20
183,AW00011182,Stephanie Torres,50 and above,New,2,81,5,5,2014-01-05,147,40,16
184,AW00011183,Jasmine Lee,50 and above,New,2,46,4,4,2013-06-13,154,23,23
185,AW00011184,Meghan Hernandez,50 and above,New,2,68,5,5,2013-10-09,150,34,34
186,AW00011185,Ashley Henderson,50 and above,New,27,1616,68,29,2014-01-26,147,59,146
187,AW00011186,Sarah Price,50 and above,New,2,41,3,3,2014-01-07,147,20,13
188,AW00011187,Jennifer Cooper,50 and above,New,2,108,4,4,2013-08-06,152,54,27
189,AW00011188,Catherine Morris,50 and above,New,2,81,5,5,2014-01-21,147,40,40
190,AW00011189,Lawrence Blanco,50 and above,VIP,2,5944,6,6,2013-02-05,158,2972,330
191,AW00011190,Carson Bryant,50 and above,New,2,46,4,4,2014-01-16,147,23,9
192,AW00011191,Kristi Perez,50 and above,VIP,3,6743,7,7,2013-11-06,149,2247,249
193,AW00011192,James Brown,50 and above,New,2,114,5,5,2013-09-25,151,57,38
194,AW00011193,Ian Gray,50 and above,New,2,41,3,3,2013-08-18,152,20,6
195,AW00011194,Jacqueline Price,50 and above,New,2,105,6,6,2013-12-08,148,52,11
196,AW00011195,Megan Henderson,50 and above,New,2,105,6,6,2013-10-22,150,52,17
197,AW00011196,Alfredo Romero,50 and above,New,2,162,4,4,2013-09-24,151,81,27
198,AW00011197,Andrea Morris,50 and above,New,2,207,6,5,2013-07-20,153,103,103
199,AW00011198,Brooke Sanders,50 and above,New,2,98,4,4,2013-02-13,158,49,0
200,AW00011199,Jacqueline Bennett,50 and above,New,2,132,6,6,2013-10-17,150,66,18
201,AW00011200,Jason Griffin,50 and above,New,27,1461,55,26,2014-01-20,147,54,132
202,AW00011201,Amanda Foster,50 and above,New,2,181,6,6,2013-09-09,151,90,90
203,AW00011202,Alexia Price,50 and above,New,2,74,3,3,2013-09-21,151,37,0
204,AW00011203,Luis Diaz,50 and above,New,17,800,32,19,2013-12-11,148,47,80
205,AW00011204,Destiny Rivera,50 and above,New,2,77,4,4,2013-11-10,149,38,25
206,AW00011205,Abby Fernandez,50 and above,New,2,37,2,2,2013-10-08,150,18,12
207,AW00011206,Blake Flores,50 and above,New,2,77,4,4,2013-05-30,155,38,0
208,AW00011207,Danielle Cox,50 and above,New,2,77,4,4,2013-10-18,150,38,8
209,AW00011208,Maria Reed,50 and above,New,2,134,7,7,2013-09-17,151,67,22
210,AW00011209,Allison Evans,50 and above,New,2,37,2,2,2014-01-22,147,18,3
211,AW00011210,Edward Wood,50 and above,New,2,70,5,5,2013-09-06,151,35,17
212,AW00011211,Samantha Russell,50 and above,New,17,792,33,22,2014-01-07,147,46,72
213,AW00011212,Chloe Campbell,50 and above,Regular,17,824,33,20,2014-01-17,147,48,68
214,AW00011213,Stephanie Murphy,50 and above,New,2,77,4,4,2013-09-09,151,38,12
215,AW00011214,Charles Miller,50 and above,New,2,162,4,4,2013-11-19,149,81,54
216,AW00011215,Ana Perry,50 and above,New,17,1154,32,21,2013-12-15,148,67,115
217,AW00011216,Jasmine Torres,50 and above,VIP,2,5948,5,5,2013-02-05,158,2974,330
218,AW00011217,Natalie Adams,50 and above,VIP,2,5953,3,3,2013-02-14,158,2976,330
219,AW00011218,Olivia Brown,50 and above,New,2,39,3,2,2014-01-04,147,19,3
220,AW00011219,Charles Cook,50 and above,New,2,39,3,2,2014-01-24,147,19,13
221,AW00011220,Erica Huang,50 and above,New,2,50,4,4,2013-12-13,148,25,5
222,AW00011221,Nathan Perry,50 and above,New,2,46,4,4,2013-10-17,150,23,7
223,AW00011222,Alexandra Rivera,50 and above,New,2,208,6,6,2013-11-28,149,104,0
224,AW00011223,Hailey Patterson,50 and above,Regular,27,1293,65,26,2014-01-06,147,47,107
225,AW00011224,Tiffany Li,50 and above,VIP,3,6685,5,5,2013-12-03,148,2228,238
226,AW00011225,Madison Lee,50 and above,New,2,73,5,5,2013-09-06,151,36,24
227,AW00011226,Sydney Ross,50 and above,New,2,37,2,2,2013-03-31,157,18,37
228,AW00011227,Marshall Chavez,50 and above,VIP,2,5910,5,5,2013-02-10,158,2955,328
229,AW00011228,Ashley Jones,50 and above,New,2,77,4,4,2014-01-17,147,38,25
230,AW00011229,Adrian Stewart,50 and above,New,2,81,5,5,2014-01-25,147,40,13
231,AW00011230,Amber Turner,50 and above,New,2,54,5,5,2013-12-09,148,27,10
232,AW00011231,Dennis Zhang,50 and above,New,2,64,4,4,2013-11-12,149,32,7
233,AW00011232,Hailey Bryant,50 and above,New,2,39,3,2,2013-11-13,149,19,19
234,AW00011233,Todd Li,50 and above,New,2,179,7,7,2013-06-08,154,89,44
235,AW00011234,Anna Griffin,50 and above,New,2,76,4,4,2013-09-19,151,38,10
236,AW00011235,Angel Stewart,50 and above,New,2,138,6,5,2014-01-05,147,69,23
237,AW00011236,Jeremy Butler,50 and above,New,2,114,5,5,2014-01-06,147,57,38
238,AW00011237,Clarence Anand,50 and above,VIP,4,10566,6,6,2013-11-25,149,2641,406
239,AW00011238,Mayra Prasad,50 and above,VIP,4,7543,9,9,2013-04-30,156,1885,279
240,AW00011239,Latoya Goel,50 and above,VIP,4,7511,11,11,2013-05-28,155,1877,268
241,AW00011240,Anne Hernandez,50 and above,VIP,4,7586,13,10,2013-05-13,155,1896,280
242,AW00011241,Lisa Cai,50 and above,VIP,7,11468,25,20,2013-10-29,150,1638,882
243,AW00011242,Larry Munoz,50 and above,VIP,7,11067,12,12,2013-12-04,148,1581,737
244,AW00011243,Robin Alvarez,50 and above,VIP,4,7164,12,10,2013-06-09,154,1791,255
245,AW00011244,Alexis Coleman,50 and above,VIP,4,7175,12,11,2013-07-19,153,1793,247
246,AW00011245,Ricky Vazquez,50 and above,VIP,4,10580,9,9,2013-12-11,148,2645,391
247,AW00011246,Latasha Rubio,50 and above,VIP,4,10575,7,7,2013-12-20,148,2643,406
248,AW00011247,Claudia Zhou,50 and above,VIP,4,7131,12,11,2013-08-17,152,1782,237
249,AW00011248,Tristan Alexander,50 and above,New,1,38,3,3,2013-07-14,153,38,0
250,AW00011249,Cindy Patel,50 and above,VIP,4,9890,11,11,2013-09-15,151,2472,430
251,AW00011250,Shannon Liu,50 and above,VIP,4,7115,11,10,2013-08-06,152,1778,245
252,AW00011251,Xavier Long,50 and above,New,1,2319,4,4,2013-10-18,150,2319,0
253,AW00011252,Nicholas Thompson,50 and above,VIP,3,6685,7,7,2013-12-18,148,2228,238
254,AW00011253,Jos├® Hernandez,50 and above,New,16,695,30,16,2013-12-03,148,43,77
255,AW00011254,Johnathan Vance,50 and above,New,2,204,9,9,2013-12-14,148,102,204
256,AW00011255,Colin Lin,50 and above,New,2,114,5,5,2013-03-31,157,57,114
257,AW00011256,Katelyn Hernandez,50 and above,New,2,81,5,5,2013-10-16,150,40,13
258,AW00011257,Jacqueline Powell,50 and above,VIP,3,6676,6,6,2013-12-14,148,2225,238
259,AW00011258,Xavier Hill,50 and above,New,2,49,4,4,2013-07-15,153,24,24
260,AW00011259,Victoria Stewart,50 and above,VIP,3,6770,5,5,2013-12-20,148,2256,250
261,AW00011260,Katelyn Kelly,50 and above,New,2,81,5,5,2013-06-23,154,40,20
262,AW00011261,Stephanie Collins,50 and above,VIP,3,6650,4,4,2013-12-23,148,2216,246
263,AW00011262,Jennifer Simmons,50 and above,New,27,1124,63,26,2014-01-22,147,41,102
264,AW00011263,Trinity Richardson,50 and above,VIP,3,6753,9,9,2013-12-10,148,2251,241
265,AW00011264,Eduardo Martin,50 and above,New,2,3182,8,8,2013-11-30,149,1591,318
266,AW00011265,Elizabeth Jones,50 and above,New,1,2352,3,3,2013-01-03,159,2352,0
267,AW00011266,Taylor Howard,50 and above,VIP,2,5922,5,5,2013-01-20,159,2961,370
268,AW00011267,David Diaz,50 and above,VIP,2,5943,5,5,2013-01-07,159,2971,371
269,AW00011268,Katelyn Carter,50 and above,New,2,98,5,5,2013-11-16,149,49,16
270,AW00011269,Ryan Foster,50 and above,New,2,42,3,3,2013-09-10,151,21,42
271,AW00011270,Robert Lee,50 and above,VIP,2,5984,5,5,2013-01-07,159,2992,374
272,AW00011271,Danielle Reed,50 and above,VIP,2,5973,5,5,2013-01-22,159,2986,373
273,AW00011272,Lauren Martinez,50 and above,VIP,2,5975,4,4,2013-01-13,159,2987,373
274,AW00011273,Nathan Lal,50 and above,New,2,273,8,8,2013-05-23,155,136,0
275,AW00011274,Kyle Foster,50 and above,VIP,2,5888,4,4,2013-02-24,158,2944,327
276,AW00011275,Jenny Rai,50 and above,VIP,2,5955,4,4,2013-01-12,159,2977,350
277,AW00011276,Nancy Chapman,50 and above,Regular,27,987,57,22,2014-01-22,147,36,82
278,AW00011277,Charles Jackson,50 and above,New,27,1434,65,26,2014-01-16,147,53,130
279,AW00011278,Jonathan Phillips,50 and above,VIP,2,5908,3,3,2013-01-03,159,2954,369
280,AW00011279,Amanda Cook,50 and above,New,2,44,4,3,2013-06-22,154,22,14
281,AW00011280,Robert Collins,50 and above,New,2,77,4,4,2013-08-08,152,38,77
282,AW00011281,Megan Barnes,50 and above,VIP,2,5921,5,5,2013-01-11,159,2960,370
283,AW00011282,Christian Thomas,50 and above,VIP,2,5999,6,6,2013-01-02,159,2999,352
284,AW00011283,Arturo Lal,50 and above,New,2,44,4,3,2013-08-28,152,22,14
285,AW00011284,Theresa Serrano,50 and above,New,2,55,5,3,2013-05-02,155,27,18
286,AW00011285,Jeremy Anderson,50 and above,New,2,128,5,5,2013-10-26,150,64,42
287,AW00011286,Hunter Griffin,50 and above,VIP,2,5954,5,5,2013-01-20,159,2977,372
288,AW00011287,Henry Garcia,50 and above,Regular,27,1165,62,23,2014-01-28,147,43,97
289,AW00011288,Cindy Sanchez,40-49,New,2,77,4,4,2013-08-21,152,38,15
290,AW00011289,Maria Carter,50 and above,VIP,2,5905,5,5,2013-01-16,159,2952,369
291,AW00011290,Katelyn Sanchez,50 and above,VIP,2,5933,3,3,2013-01-27,159,2966,370
292,AW00011291,Jenna Wright,50 and above,VIP,2,5873,2,2,2013-01-19,159,2936,367
293,AW00011292,Seth Phillips,50 and above,VIP,2,5910,5,5,2012-12-31,160,2955,394
294,AW00011293,Luke Long,50 and above,New,2,85,5,5,2013-03-15,157,42,85
295,AW00011294,Dalton Clark,50 and above,New,2,42,3,3,2014-01-03,147,21,10
296,AW00011295,Taylor Lewis,50 and above,VIP,2,6058,5,5,2013-01-09,159,3029,378
297,AW00011296,Haley Richardson,50 and above,VIP,2,5897,4,4,2013-01-29,159,2948,368
298,AW00011297,Noah Coleman,50 and above,VIP,2,5948,5,5,2013-02-20,158,2974,349
299,AW00011298,Jon Luo,50 and above,VIP,2,5922,5,5,2013-02-21,158,2961,348
300,AW00011299,Orlando Vazquez,50 and above,VIP,2,6015,4,4,2013-02-24,158,3007,353
301,AW00011300,Fernando Barnes,50 and above,New,27,1499,67,28,2013-12-31,148,55,136
302,AW00011301,Cameron Rodriguez,50 and above,New,2,131,5,5,2013-10-11,150,65,32
303,AW00011302,Spencer Russell,50 and above,VIP,2,5938,5,5,2013-02-02,158,2969,349
304,AW00011303,Julia Coleman,50 and above,VIP,2,5875,3,3,2013-02-23,158,2937,345
